property_describe|price|area|room|bath|garage|address
✅Os apartamentos do Edifício Francisco Cabral foram planejados para quem procura qualidade de vida, em um ambiente com espaço suficiente para receber seus amigos e familiares com m...|R$ 700.000|117 m²|3|3|2|Lagoa Nova, Natal
O apartamento está localizado no bairro Lagoa Nova possui 109 metros quadrados com 3 quartos sendo 2 suites e 3 banheiros, 2 vagas de garagem .|R$ 379.900|96 m²|3|3|2|Rua Rita Pereira de Macedo, Barro Vermelho
O apartamento está localizado no bairro Tirol com 56 metros quadrados com 2 quartos sendo 1 suite e 2 banheiros Possui academia, espaço gourmet, salão de festas, jardim. Vai lhe po...|R$ 660.000|88 m²|3|1|2|Tirol, Natal
Sala de estar/jantar; Banheiro social; Dois quartos, sendo um suíte; Varanda; Cozinha; Área de serviço; O condomínio dispõe de: Guarita, playground, salão de festas, salão de jogos...|R$ 435.000|109 m²|3|3|2|Rua Agostinho Almeida, Lagoa Nova
O apartamento no bairro Ponta Negra com 85 metros quadrados com 3 quartos sendo 1 suite e 3 banheiros|R$ 350.000|56 m²|2|2|1|Avenida Rodrigues Alves, Tirol
-|R$ 365.000|67 m²|2|2|2|Rua Doutor Osvaldo Fortes do Rego, Ponta Negra
Entrada a Partir de 100mil (diferença financiado Bancário Renda a partir de 15mil Entrega Para Dezembro 2021 preço final consulte comigo... Ultimas Unidades(agende a Visita) 3 qu...|R$ 375.000|85 m²|3|3|2|Rua Joaquim Eduardo de Farias, Ponta Negra
OFERTA DE VENDA BLUE OCEAN PONTA NEGRA 54m2 01 suíte; 01 semi-suíte; Cozinha; Sala; 01 vaga; Varanda; Banheiro social; Área de lazer completa com: Piscina; Sauna; Academia;...|R$ 290.000|103 m²|1|3|2|Tirol, Natal
APARTAMENTO 3 QUARTOS NO CONDOMINIO PALAZZO CRISTAL PETRÓPOLIS. Apartamento 98M², 3 quartos sendo um suíte com closet, banheiro social, sala para 2 ambientes, varanda, cozinha,...|R$ 100.000|127 m²|3|4|2|Rua Padre João Damasceno, Lagoa Nova
Oferta de venda Terramaris Club Olá venho lhes apresentar um apartamento fantástico no condomínio terramaris Club. Apartamento : com varandão com cortinas de vidro , apartamento t...|R$ 490.000|54 m²|2|1|1|Ponta Negra, Natal
Olá venho lhes apresentar um apartamento fantastico no condominio terramaris. apartamento : com varandão com cortinas de vidro , apartamento todo no porcelanato e mobiliado ,sala...|R$ 520.000|98 m²|3|3|1|Rua Trairi, Petrópolis
Excelente Apto no Tirol Way Residence com Varanda gourmet, sala pra dois ambientes, 3/4 sendo um suíte + dependência completa, cozinha com armários e área de serviço. 2 vagas cober...|R$ 650.000|79 m²|3|2|2|Avenida Deputado Antônio Florêncio de Queiroz, Ponta Negra
O apartamento no bairro Ponta Negra tem 54 metros quadrados com 2 quartos sendo 1 suite e 2 banheiros Possui área de fitness, espaço gourmet, espaço jardinado, área de recreação in...|R$ 650.000|79 m²|3|2|3|Avenida Deputado Antônio Florêncio de Queiroz, Ponta Negra
Vendo apartamento no Tirol com excelente localização, perto do Midway, de escolas, drogarias, restaurantes e .... O apartamento tem 3/4 sendo uma suíte, com 135 m2, mais dependênc...|R$ 650.000|98 m²|3|2|2|Avenida Senador Salgado Filho, Tirol
Deseja morar próximo a tudo e ao mesmo tempo preservar o clima residencial? Esta é sua grande chance! Apartamento de 130,60m² com três suítes, sendo uma master com closet, escrit...|R$ 276.000|54 m²|2|2|1|Rua Poeta Jorge Fernandes, Ponta Negra
Apartamento no Residencial Passaredo com 98m² de área privativa, sendo: - 03 Quartos sendo 01 Suítes - Sala ampla para 02 ambientes - Varanda com piso nivelado com a sala - Piso e...|R$ 240.000|135 m²|3|3|2|Rua Joaquim Inácio, Tirol
Apartamento disponível para venda no condomínio Tintoretto, Capim Macio, Natal/ RN . 56m2, 02 quartos (01 suíte), 01 vaga de garagem . Andar baixo; Projetados cozinha e banheiro;...|R$ 320.000|85 m²|3|2|2|Rua dos Tororós, Alecrim
Apartamento mobiliado no Ed. Clube Luau de Ponta Negra. com 116m², um lugar lindo e aconchegante, com um vista espetacular!! reformado, mobiliado, andar alto, com 3 quartos sendo 1...|R$ 795.000|131 m²|3|4|3|Lagoa Nova, Natal
Apartamento à venda, bem localizado próximo ao centro econômico de Natal, próximo a materninade, praias, hospitais, teatro, shopping e o centro da cidade. O imóvel possui 61m² divi...|R$ 619.900|98 m²|3|3|1|Tirol, Natal
APARTAMENTO NA GETÚLIO VARGAS, SALA PARA 3 AMBIENTES, VARANDA EM L COM VISÃO FRONTAL E LATERAL, 3 QUARTOS SENDO DOIS SUITES, 1 ESCRITÓRIO, WC SOCIAL, COPA, COZINHA, DEPENDÊNCIA DE...|R$ 250.000|56 m²|2|2|2|Rua Alice Azevedo, Capim Macio
Excelente Apartamento em Ponta Negra com 2 quartos, 1 suite, 1 sals, 2 banheiros, 1 vaga de garagem descoberta.|R$ 673.000|116 m²|3|3|2|Rua Tenente Olavo Francisco dos Santos, Ponta Negra
-|R$ 250.000|61 m²|2|2|2|Avenida Deodoro da Fonseca, Petrópolis
O apartamento está localizado no bairro Lagoa Nova possui 86 metros quadrados com 3 quartos sendo 2 suites e 3 banheiros,2 vagas garagem|R$ 900.000|313 m²|3|4|2|Avenida Presidente Getúlio Vargas, Petrópolis
Vendo apartamento 2 quartos, sendo 1 suíte, sala para dois ambientes, área de serviço e varanda, andar alto. 2 vagas de garagem. Aceita Financiamento. Agende sua visita:...|R$ 250.000|55 m²|2|2|2|Ponta Negra, Natal
Excelente apartamento em andar alto com uma vista espetacular. O imóvel possui ar condicionados. São 80m², 3 quartos sendo 1 suíte, sala para 2 ambientes, varanda ampla, wc social,...|R$ 420.000|127 m²|3|3|2|Capim Macio, Natal
Apto à venda no Edifício Belo Horizonte. Próximo ao Zumbi Bar e Restaurante; Padaria Bomfim; UBS de Candelária. AMBIENTES: 110 m² com 3 quartos sendo 2 suíte; Sala para dois ambie...|R$ 530.000|86 m²|3|3|2|Rua Francisco Borges de Oliveira, Lagoa Nova
O apartamento no bairro Nova Descoberta possui 85 metros quadrados com 3 quartos sendo 1 suite e 2 banheiros. Fica a apenas alguns instantes de transporte coletivo, escolas, restau...|R$ 219.900|57 m²|2|2|1|Pitimbu, Natal
Apartamento em Ponta Negra, andar alto, com 90m² CARACTERÍSTICAS - 3/4 um suíte - banheiro social - Varanda - sala de TV e jantar - área de serviço ampla - 2 Vagas de garagem cober...|R$ 630.000|80 m²|3|1|2|Avenida Deputado Antônio Florêncio de Queiroz, Ponta Negra
APARTAMENTO NO SUN GOLDEN COM MOVEIS PROJETADOS VALOR R$ 230.000,00 PARA AGILIDADE NO CONTATO LIGAR OU PASSAR UM WHATSAPP PARA O NÚMERO 9.9.8.9.8 - 2.4.3.9 IMÓVEL EM ANDAR ALTO...|R$ 274.000|110 m²|3|3|2|Rua Santa Clara, Candelária
NOVO LANÇAMENTO DE EMPREENDIMENTO EM NATAL!! Localizado no BAIRRO DE NEÓPOLIS a 100 metros da AVENIDA AYRTON SENNA, próximo de padarias, lojas, supermercados, academias, faculdades...|R$ 400.000|85 m²|3|2|1|Rua Desembargador Sinval Moreira Dias, Nova Descoberta
SIMPLESMENTE PERFEITO Vendo apto no Ed. MARIA BERNADETE em CAPIM MACIO 680.000,00 109m2, varanda, sala 3 ambientes, 3 quartos sendo dois suítes, cozinha, dependência completa e á...|R$ 680.000|90 m²|3|2|2|Rua Doutor Aderson Dutra de Almeida, Ponta Negra
Venda de apartamento no bairro Capim Macio. Unidade com 56 m² com sala projetada, cozinha com armários projetados e área de serviço com projetados tbm, 2 qtos sendo 1 suíte e banh...|R$ 230.000|55 m²|2|2|2|Rua Joaquim Eduardo de Farias, Ponta Negra
Apartamento 79,42 m² privativos - Sala de estar/jantar - Varanda com bancada de apoio - 1 (uma) suíte casal com wc - 2 (dois) quarto social - 1 (um) wc social - Cozinha/área de ser...|R$ 567.452|90 m²|3|4|2|Rua Conquista, Neópolis
Ótimo apartamento medindo 220m² e com três quartos sendo duas suítes e uma delas master com closet, sala de estar e sala de jantar, varanda, ampla cozinha com despensa, wc social,...|R$ 680.000|109 m²|3|5|1|Rua Doutor Pedro Segundo de Araújo, Capim Macio
Apartamento em Neópolis, Condomínio Residencial Jiqui Apartamento todo reformado recentemente, localizado no bairro de Neópolis, todo no piso de porcelanato, contendo 2 quartos, 2...|R$ 229.000|56 m²|2|2|2|Rua Alexandre Câmara, Capim Macio
Excelente Apartamento no Estrela do Atlântico Todo Reformado em alto padrão, Piso de madeira e Porcelanato, rodapé em madeira, revestimentos em pastilha de vidro e tijolinho, todas...|R$ 561.256|79 m²|3|2|1|Avenida Deputado Antônio Florêncio de Queiroz, Ponta Negra
Apto à venda no Condomíno Caminho das Dunas. Próximo a UNP roberto Freire; Extra e Praia Shopping. AMBIENTES: 57m² com 2 quartos 1 suites; Sala para dois ambientes; Cozinha com ar...|R$ 750.000|220 m²|3|4|1|Barro Vermelho, Natal
O Condomínio Residencial de Alto Padrão possui ótima localização, com acesso direto a praça Henrique Carlone, a praça do disco voador. Em posição estratégica no coração de ponta ne...|R$ 150.000|62 m²|2|2|1|Neópolis, Natal
Vendo lindo apartamento andar alto com vista para o mar, bem localizado e com toda a mobília das fotos. Com 57m², 02/04 sendo 01 suíte ; Sala para dois ambientes; Cozinha e área de...|R$ 429.000|60 m²|2|2|1|Ponta Negra, Natal
Apartamento à Venda, 41m² por R$ 144,944. Cidade Sa - Natal/RN Encontrar o imóvel dos sonhos nunca foi tão fácil como na parceria entre a Arbo e a AGA Negócios Imobiliários! Ba...|R$ 300.000|57 m²|2|2|1|Rua Desembargador José Gomes da Costa, Capim Macio
Excelente Apartamento, ótima localização, Próximo ao Condomínio Torres Amintas Barros, sala para 2 ambientes, varanda, 2 quartos sendo 1 suite, armários quartos, wc social, cozinha...|R$ 300.000|56 m²|2|2|1|Rua Praia de Porto Mirim, Ponta Negra
APARTAMENTO NO VILLAGIO DI ROMA - 67m² - LAGOA NOVA LOCALIZAÇÃO EXCELENTE! No coração de Lagoa Nova onde você encontra todas as opções de comércio e serviços no entorno do condomí...|R$ 230.000|57 m²|2|2|1|Rua da Lagosta, Ponta Negra
Procurando um apartamento tipo Flat em excelente localização e com alta valorização apresento O Ilusion Residence está localizado na Praia de Ponta Negra, perto dos melhores bares,...|R$ 144.944|41 m²|2|1|1|Avenida dos Caiapós, Pitimbu
Excelente apartamento 2/4 sendo com 54 m² no Condomínio Ecogarden em Ponta Negra que estão localizados a apenas 3 minutos de uma das praia mais procurada de Natal ! Apartamento: 54...|R$ 220.000|57 m²|2|2|1|Dix-sept Rosado, Natal
O apartamentos possuem 55,16 m² de área privativa, dispõe de varanda, sala de estar/jantar, cozinha, área de serviço, circulação, BWC social, dois quartos sendo uma suíte máster.|R$ 200.000|67 m²|3|1|2|Lagoa Nova, Natal
O apartamentos possuem 55,16 m² de área privativa, dispõe de varanda, sala de estar/jantar, cozinha, área de serviço, circulação, BWC social, dois quartos sendo uma suíte máster.|R$ 232.000|34 m²|1|1|1|Avenida Praia de Pirangi, Ponta Negra
PORTO ARENA - CÓDIGO AV-6015 PORTO ARENA Excelente apartamento, com bela vista, localizado em Candelária, de 96 m², próximo a shoppings center, supermercados, clínicas e restauran...|R$ 240.000|54 m²|2|2|2|Avenida Deputado Antônio Florêncio de Queiroz, Ponta Negra
Maravilhoso apartamento, localizado próximo ao Restaurante Caicó Neópolis, com varanda, sala Para 2 ambientes, 2 quartos Sendo 1 suíte, 1 wc social, cozinha, armários cozinha, área...|R$ 306.790|55 m²|2|2|2|Tirol, Natal
O apartamento no bairro Tirol tem 120 metros quadrados com 3 quartos sendo 1 suite e 3 banheiros Possui salão de festas. Vai lhe possibilitar praticar diversos esportes na quadra p...|R$ 309.889|55 m²|2|2|1|Tirol, Natal
Apartamento com 3 suítes, 1 sala, 5 banheiros, e 2 vagas de garagem cobertas.|R$ 550.000|96 m²|3|1|1|Alameda das Mansões, Candelária
Apto de 02 dormitórios, sala p/ 02 ambientes , varanda , cozinha , 01 vaga , portaria 24 horas , localizado entre as avenidas Prudente de Moraes X Romualdo Galvão ,no bairro do Tir...|R$ 220.000|57 m²|2|2|3|Neópolis, Natal
Apartamento à venda em Capim Macio com 54m² de área privativa, em andar alto. O imóvel dispõe de 2 quartos, sendo uma suíte, sala para 2 ambientes, banheiro social, cozinha com arm...|R$ 280.000|120 m²|3|3|2|Rua Mossoró, Tirol
O apartamento está localizado no bairro Tirol possui 184 metros quadrados com 5 quartos sendo 4 suites e 5 banheiros. Fica a alguns minutos de farmácias, transporte coletivo, estac...|R$ 635.000|119 m²|3|5|2|Tirol, Natal
Apartamento no Edifício Apollo em Candelária Sabe aquele lugar ventilado e na sombra, onde a calmaria nos inspira a relaxar completamente em meio à tranquilidade que merecemos qua...|R$ 259.000|56 m²|2|2|2|Avenida Hermes da Fonseca, Tirol
Apartamento NOVO, bem localizado próximo ao restaurante Esmaga Burger, com ACESSO FÁCIL PARA PRAIA DE PONTA NEGRA---3min, ... Sala para 2 ambientes, VARANDA AMPLA, 2 quartos, sendo...|R$ 230.000|54 m²|2|2|2|Capim Macio, Natal
O Condomínio ideal para você viver com tranquilidade e ter uma vida mais prática. A localização é ótima, com várias vias de acesso como: Av. Antônio Basílio, Rua dos Potiguares e A...|R$ 720.000|184 m²|5|5|2|Rua José Barreira Lima Verde, Tirol
Apartamento com 2 quartos, suite, varanda, 1 vagas de garagem, elevador, segurança 24 horas, piscina, salão para festas, academia e muito mais.|R$ 330.000|134 m²|3|4|2|Candelária, Natal
Apartamento: - Área útil de 109,97m² - 02 quartos - 02 suítes - Banheiro - Cozinha - WC social - varanda - Dependência - Área de serviço Áreas comum: - 02 Salão de festas - Fit...|R$ 329.000|55 m²|2|2|1|Capim Macio, Natal
Excelente imóvel, novinho pronto para morar, ótima localição!!! -|R$ 339.000|75 m²|3|2|2|Avenida Interventor Mário Câmara, Dix-sept Rosado
Ecogarden Ponta Negra,Apartamento 302 torre B, 56 M², 2/4 sendo 1 suíte, Com armários na cozinha, escritório, banheiros e quartos( São guarda-roupas normais) Muito ventilado!...|R$ 206.800|53 m²|2|2|2|Zona Norte, Natal
Esse Apto têm 2/4 sendo 1 Suíte com Varanda, 1 Escritório, 1 Sala ampla para 2 Ambientes, 1 Cozinha ampla com os armários, Área de serviço, 1 Banheiro para Empregada caso tenha, 1...|R$ 560.000|109 m²|4|3|2|Rua Missionário Gunnar Vingren, Capim Macio
O imóvel tem 142 m² de área construída com 3 suítes, todas com armários, 4 banheiros no total, todos com box e 01 lavabo. Sala ampla para dois ambientes, varanda com um espaço exce...|R$ 429.990|104 m²|3|3|1|Alecrim, Natal
Belo apartamento com 03 dormitórios sendo 01 suíte, 01 sala, 01 varanda, 03 banheiros, armários embutidos, área de serviço, dormitórios com armários, reformado, gradeado, piscina,...|R$ 240.000|54 m²|2|2|1|Ponta Negra, Natal
APARTAMENTO JOSÉ COSME RESIDENCE - 2/4 - 56m² - TIROL OPORTUNIDADE para quem busca comodidade e praticidade no dia a dia. Todos as opções de comércio e serviços no entorno: Superm...|R$ 250.000|60 m²|2|3|1|Rua Anísio de Souza, Candelária
Apartamento em Cidade Satélite com quartos e 1 banheiro. O condomínio oferece lazer completo com piscinas adulto e infantil, espaço gourmet com churrasqueira, parquinho infantil, s...|R$ 800.000|142 m²|3|4|1|Lagoa Nova, Natal
02 quartos sendo 01 suíte, wc social, sala para 02 ambientes, cozinha americana, área de serviço e 01 vaga de garagem coberta. COMPRA – VENDA – ALUGUEL –- AVALIAÇÃO - SERVIÇOS DE...|R$ 320.000|132 m²|3|2|2|Lagoa Nova, Natal
Apartamento com sala para 02(dois)ambientes, 02(dois) quartos sento 01(um) suite, hall, banheiro social, cozinha com área de serviço integrado, 01 vaga de garagem coberta , área de...|R$ 280.000|56 m²|2|1|2|Rua Dom José Tomaz, Tirol
Apartamento disponível para venda no condomínio Ana Flávia e Gabriela, Barro Vermelho . 81m2, 03 quartos (02 suítes), lavabo, 02 vagas de garagem . Andar baixo; Aceita financiamen...|R$ 190.000|50 m²|2|1|1|Avenida dos Caiapós, Cidade Satelite
Apartamento em Tirol próximo ao shopping Midway Mall, localização ímpar, próximo a bancos, restaurantes, postos de gasolina, supermercados. 140m². 3 suítes. Aceita financiamento. -|R$ 300.000|56 m²|2|2|2|Rua João Alves de Melo, Lagoa Nova
Apto com 2/4 sendo uma suíte, sala, cozinha, banheiro social, dependência, 1 vaga de garagem, lazer com piscina, churrasqueira e salão de festas. À localização é entre Av: São José...|R$ 245.000|54 m²|2|2|1|Nova Descoberta, Natal
O apartamento está localizado no bairro Lagoa Nova a poucos metros do Hospital do Coração com 70 metros quadrados com 3 quartos e 2 banheiros Possui área de recreação infantil, áre...|R$ 320.000|81 m²|3|3|1|Vila São João, Alecrim
Ótimo Apartamento, com Excelente Localização,Próximo da Loja Maré Mansa, com sala para 2 ambientes, varanda, 2 quartos sendo 1 suite, 1 suíte, wc social, cozinha, área de serviço,s...|R$ 490.000|140 m²|3|3|1|Tirol, Natal
O apartamento no bairro Candelária possui 75 metros quadrados com 2 quartos sendo 1 suite e 2 banheiros Possui área verde de jardim, área de recreação infantil. Vai lhe possibilita...|R$ 198.000|65 m²|2|2|2|Rua Rodolfo Garcia, Lagoa Nova
Excelente Apartamento mobiliado no Eco Garden Ponta Negra,|R$ 169.000|70 m²|3|2|2|Rua Coronel Auris Coelho, Lagoa Nova
Já imaginou morar em Ponta Negra próximo a tudo? Próximo aos melhores restaurantes, farmácias, bares, posto de gasolina, padarias, barbearias e a poucos metros da praia... Para que...|R$ 230.000|57 m²|2|2|2|Neópolis, Natal
O apartamento no bairro Pitimbu com 94 metros quadrados com 3 quartos sendo 1 suite e 4 banheiros Possui área de fitness, espaço gourmet, área verde de jardim, playground. Vai lhe...|R$ 199.990|75 m²|2|2|1|Rua Ataulfo Alves, Candelária
Apartamento em Lagoa Nova Excelente apartamento em Lagoa Nova, amplo, ventilado com 3 suítes, escritório, wc, dependência completa e sala para 3 ambientes. Bem localizado, próximo...|R$ 290.000|59 m²|2|2|1|Ponta Negra, Natal
"Um dos queridinhos de Lagoa Nova pronto para você viver. Edifício Cantera, perto de tudo e em uma das melhores localizações de Lagoa Nova, na tão falada ""Delphilândia"". 🤣🤣🤣 Es..."|R$ 1.050.000|110 m²|3|2|2|Ponta Negra, Natal
